index,pdb,prot_chain,na_chain,expected_filename,found_path,exists,size,prot_chain_count,na_chain_count,note
6676,6GZZ,U1,B1,6GZZ_U1_B1.cif,datasets/PRI30k/PDBs/6GZZ_U1_B1.cif,True,320068,1429,2617,orig
6677,6GZZ,U2,B2,6GZZ_U2_B2.cif,datasets/PRI30k/PDBs/6GZZ_U2_B2.cif,True,320068,1429,2617,orig
6678,6GZZ,V1,B1,6GZZ_V1_B1.cif,datasets/PRI30k/PDBs/6GZZ_V1_B1.cif,True,255604,613,2617,orig
6679,6GZZ,V2,B2,6GZZ_V2_B2.cif,datasets/PRI30k/PDBs/6GZZ_V2_B2.cif,True,255604,613,2617,orig
6680,6GZZ,Y1,B1,6GZZ_Y1_B1.cif,datasets/PRI30k/PDBs/6GZZ_Y1_B1.cif,True,244228,469,2617,orig
6681,6GZZ,Y2,B2,6GZZ_Y2_B2.cif,datasets/PRI30k/PDBs/6GZZ_Y2_B2.cif,True,244228,469,2617,orig
6682,6GZZ,Z1,B1,6GZZ_Z1_B1.cif,datasets/PRI30k/PDBs/6GZZ_Z1_B1.cif,True,247941,516,2617,orig
6683,6GZZ,Z2,B2,6GZZ_Z2_B2.cif,datasets/PRI30k/PDBs/6GZZ_Z2_B2.cif,True,247941,516,2617,orig
6684,6ZTM,AI,AW,6ZTM_AI_AW.cif,datasets/PRI30k/PDBs/6ZTM_AI_AW.cif,True,220030,1031,1647,orig
6685,6ZTM,B1,BB,6ZTM_B1_BB.cif,datasets/PRI30k/PDBs/6ZTM_B1_BB.cif,True,248074,449,2571,orig
6686,6ZTM,BF,AW,6ZTM_BF_AW.cif,datasets/PRI30k/PDBs/6ZTM_BF_AW.cif,True,251928,1420,1647,orig
6687,6ZTM,BF,BB,6ZTM_BF_BB.cif,datasets/PRI30k/PDBs/6ZTM_BF_BB.cif,True,327696,1420,2571,orig
6688,6ZTM,BN,AX,6ZTM_BN_AX.cif,datasets/PRI30k/PDBs/6ZTM_BN_AX.cif,True,219944,1075,1635,orig
6689,6ZTM,BN,BB,6ZTM_BN_BB.cif,datasets/PRI30k/PDBs/6ZTM_BN_BB.cif,True,299406,1075,2571,orig
6690,6ZTM,BP,BB,6ZTM_BP_BB.cif,datasets/PRI30k/PDBs/6ZTM_BP_BB.cif,True,285056,900,2571,orig
6691,6ZTM,BW,BB,6ZTM_BW_BB.cif,datasets/PRI30k/PDBs/6ZTM_BW_BB.cif,True,273002,753,2571,orig
6692,6ZTM,BX,BB,6ZTM_BX_BB.cif,datasets/PRI30k/PDBs/6ZTM_BX_BB.cif,True,258980,582,2571,orig
6693,6QX8,A,D,6QX8_A_D.cif,datasets/PRI30k/PDBs/6QX8_A_D.cif,True,700468,28278,1639,orig
6694,6QX8,B,D,6QX8_B_D.cif,datasets/PRI30k/PDBs/6QX8_B_D.cif,True,832675,11648,1802,orig
6695,6QX8,E,H,6QX8_E_H.cif,datasets/PRI30k/PDBs/6QX8_E_H.cif,True,700468,11519,9839,orig
6696,6QX8,F,H,6QX8_F_H.cif,datasets/PRI30k/PDBs/6QX8_F_H.cif,True,832675,9631,11895,orig
6697,7SYM,c,z,7SYM_c_z.cif,datasets/PRI30k/PDBs/7SYM_c_z.cif,True,321482,656,3466,orig
6698,8PVA,4,b,8PVA_4_b.cif,datasets/PRI30k/PDBs/8PVA_4_b.cif,True,248894,9072,2558,orig
6699,8PVA,f,b,8PVA_f_b.cif,datasets/PRI30k/PDBs/8PVA_f_b.cif,True,313195,1410,2558,orig
6700,8PVA,f,Z,8PVA_f_Z.cif,datasets/PRI30k/PDBs/8PVA_f_Z.cif,True,240041,1410,1671,orig
6701,8PVA,G,X,8PVA_G_X.cif,datasets/PRI30k/PDBs/8PVA_G_X.cif,True,116011,1773,260,orig
6702,8PVA,I,Z,8PVA_I_Z.cif,datasets/PRI30k/PDBs/8PVA_I_Z.cif,True,209389,1088,1661,orig
6703,8PVA,l,b,8PVA_l_b.cif,datasets/PRI30k/PDBs/8PVA_l_b.cif,True,293978,1091,2558,orig
6704,8PVA,l,Y,8PVA_l_Y.cif,datasets/PRI30k/PDBs/8PVA_l_Y.cif,True,215408,1091,1799,orig
6705,8PVA,n,b,8PVA_n_b.cif,datasets/PRI30k/PDBs/8PVA_n_b.cif,True,272273,899,2558,orig
6706,8PVA,u,b,8PVA_u_b.cif,datasets/PRI30k/PDBs/8PVA_u_b.cif,True,261292,759,2558,orig
6707,8PVA,v,b,8PVA_v_b.cif,datasets/PRI30k/PDBs/8PVA_v_b.cif,True,248099,587,2558,orig
6708,6BJH,A,D,6BJH_A_D.cif,datasets/PRI30k/PDBs/6BJH_A_D.cif,True,223046,8403,965,orig
6709,6BJH,B,C,6BJH_B_C.cif,datasets/PRI30k/PDBs/6BJH_B_C.cif,True,230798,2666,3301,orig
6710,6BJH,B,D,6BJH_B_D.cif,datasets/PRI30k/PDBs/6BJH_B_D.cif,True,226478,2666,968,orig
6711,2DR5,A,B,2DR5_A_B.cif,datasets/PRI30k/PDBs/2DR5_A_B.cif,True,354594,10492,1122,orig
6712,7OM7,A,E,7OM7_A_E.cif,datasets/PRI30k/PDBs/7OM7_A_E.cif,True,435772,17908,2093,orig
6713,7OM7,A,F,7OM7_A_F.cif,datasets/PRI30k/PDBs/7OM7_A_F.cif,True,439790,17979,186,orig
6714,7OM7,B,G,7OM7_B_G.cif,datasets/PRI30k/PDBs/7OM7_B_G.cif,True,429734,5792,1978,orig
6715,7OM7,B,H,7OM7_B_H.cif,datasets/PRI30k/PDBs/7OM7_B_H.cif,True,433298,5792,1525,orig
6716,7OM7,C,I,7OM7_C_I.cif,datasets/PRI30k/PDBs/7OM7_C_I.cif,True,433722,11800,426,orig
6717,7OM7,C,J,7OM7_C_J.cif,datasets/PRI30k/PDBs/7OM7_C_J.cif,True,431836,11762,150,orig
6718,7OM7,D,K,7OM7_D_K.cif,datasets/PRI30k/PDBs/7OM7_D_K.cif,True,418114,5644,169,orig
6719,7OM7,D,L,7OM7_D_L.cif,datasets/PRI30k/PDBs/7OM7_D_L.cif,True,414754,5644,2508,orig
6720,5O9Z,a,5,5O9Z_a_5.cif,datasets/PRI30k/PDBs/5O9Z_a_5.cif,True,212474,429,12004,orig
6721,5O9Z,e,5,5O9Z_e_5.cif,datasets/PRI30k/PDBs/5O9Z_e_5.cif,True,212246,421,11881,orig
6722,5O9Z,E,6,5O9Z_E_6.cif,datasets/PRI30k/PDBs/5O9Z_E_6.cif,True,230486,1306,9333,orig
6723,5O9Z,F,4,5O9Z_F_4.cif,datasets/PRI30k/PDBs/5O9Z_F_4.cif,True,380738,2100,16625,orig
6724,5O9Z,f,5,5O9Z_f_5.cif,datasets/PRI30k/PDBs/5O9Z_f_5.cif,True,206850,319,11665,orig
6725,5O9Z,g,5,5O9Z_g_5.cif,datasets/PRI30k/PDBs/5O9Z_g_5.cif,True,218250,470,12185,orig
6726,5O9Z,H,4,5O9Z_H_4.cif,datasets/PRI30k/PDBs/5O9Z_H_4.cif,True,249334,35,10658,orig
6727,5O9Z,h,4,5O9Z_h_4.cif,datasets/PRI30k/PDBs/5O9Z_H_4.cif,True,249334,373,10658,upper_all
6728,5O9Z,H,6,5O9Z_H_6.cif,datasets/PRI30k/PDBs/5O9Z_H_6.cif,True,303978,2257,10764,orig
6729,5O9Z,i,4,5O9Z_i_4.cif,datasets/PRI30k/PDBs/5O9Z_i_4.cif,True,248042,385,10479,orig
6730,5O9Z,j,4,5O9Z_j_4.cif,datasets/PRI30k/PDBs/5O9Z_j_4.cif,True,250626,388,10334,orig
6731,5O9Z,J,Y,5O9Z_J_Y.cif,datasets/PRI30k/PDBs/5O9Z_J_Y.cif,True,125758,677,1090,orig
6732,5O9Z,k,4,5O9Z_k_4.cif,datasets/PRI30k/PDBs/5O9Z_k_4.cif,True,248802,364,10372,orig
6733,5O9Z,n,4,5O9Z_n_4.cif,datasets/PRI30k/PDBs/5O9Z_n_4.cif,True,252450,419,10445,orig
6734,5O9Z,N,Y,5O9Z_N_Y.cif,datasets/PRI30k/PDBs/5O9Z_N_Y.cif,True,94109,758,1049,orig
6735,5O9Z,O,4,5O9Z_O_4.cif,datasets/PRI30k/PDBs/5O9Z_O_4.cif,True,269474,6404,10755,orig
6736,5O9Z,W,2,5O9Z_W_2.cif,datasets/PRI30k/PDBs/5O9Z_W_2.cif,True,167862,80,9115,orig
6737,4XEJ,AL05,A5S,4XEJ_AL05_A5S.cif,datasets/PRI30k/PDBs/4XEJ_AL05_A5S.cif,True,330566,1475,2551,orig
6738,4XEJ,AL16,A5S,4XEJ_AL16_A5S.cif,datasets/PRI30k/PDBs/4XEJ_AL16_A5S.cif,True,296946,1065,2551,orig
6739,4XEJ,AL18,A5S,4XEJ_AL18_A5S.cif,datasets/PRI30k/PDBs/4XEJ_AL18_A5S.cif,True,272838,771,2551,orig
6740,4XEJ,AL25,A5S,4XEJ_AL25_A5S.cif,datasets/PRI30k/PDBs/4XEJ_AL25_A5S.cif,True,331222,1483,2551,orig
6741,4XEJ,AL27,A5S,4XEJ_AL27_A5S.cif,datasets/PRI30k/PDBs/4XEJ_AL27_A5S.cif,True,259226,605,2551,orig
6742,4XEJ,AL30,A5S,4XEJ_AL30_A5S.cif,datasets/PRI30k/PDBs/4XEJ_AL30_A5S.cif,True,247992,468,2551,orig
6743,4XEJ,AS09,AIRE,4XEJ_AS09_AIRE.cif,datasets/PRI30k/PDBs/4XEJ_AS09_AIRE.cif,True,140123,1011,672,orig
6744,4XEJ,BL05,B5S,4XEJ_BL05_B5S.cif,datasets/PRI30k/PDBs/4XEJ_BL05_B5S.cif,True,326540,1475,2551,orig
6745,4XEJ,BL16,B5S,4XEJ_BL16_B5S.cif,datasets/PRI30k/PDBs/4XEJ_BL16_B5S.cif,True,296946,1065,2551,orig
6746,4XEJ,BL18,B5S,4XEJ_BL18_B5S.cif,datasets/PRI30k/PDBs/4XEJ_BL18_B5S.cif,True,269516,771,2551,orig
6747,4XEJ,BL25,B5S,4XEJ_BL25_B5S.cif,datasets/PRI30k/PDBs/4XEJ_BL25_B5S.cif,True,331222,1483,2551,orig
6748,4XEJ,BL27,B5S,4XEJ_BL27_B5S.cif,datasets/PRI30k/PDBs/4XEJ_BL27_B5S.cif,True,256070,605,2551,orig
6749,4XEJ,BL30,B5S,4XEJ_BL30_B5S.cif,datasets/PRI30k/PDBs/4XEJ_BL30_B5S.cif,True,247992,468,2551,orig
6750,4XEJ,BS09,BIRE,4XEJ_BS09_BIRE.cif,datasets/PRI30k/PDBs/4XEJ_BS09_BIRE.cif,True,138440,1011,672,orig
6751,5UYP,G,X,5UYP_G_X.cif,datasets/PRI30k/PDBs/5UYP_G_X.cif,True,220550,2279,1641,orig
6752,5UYP,I,W,5UYP_I_W.cif,datasets/PRI30k/PDBs/5UYP_I_W.cif,True,214194,1088,1650,orig
6753,5UYP,Z,Y,5UYP_Z_Y.cif,datasets/PRI30k/PDBs/5UYP_Z_Y.cif,True,380162,3134,2141,orig
6754,6WHI,A,M,6WHI_A_M.cif,datasets/PRI30k/PDBs/6WHI_A_M.cif,True,270236,9397,4736,orig
6755,6WHI,B,M,6WHI_B_M.cif,datasets/PRI30k/PDBs/6WHI_B_M.cif,True,265712,3685,4686,orig
6756,6WHI,C,M,6WHI_C_M.cif,datasets/PRI30k/PDBs/6WHI_C_M.cif,True,264308,6264,4663,orig
6757,6WHI,D,M,6WHI_D_M.cif,datasets/PRI30k/PDBs/6WHI_D_M.cif,True,294026,2777,5044,orig
6758,6WHI,E,M,6WHI_E_M.cif,datasets/PRI30k/PDBs/6WHI_E_M.cif,True,294650,3288,5052,orig
6759,6WHI,F,M,6WHI_F_M.cif,datasets/PRI30k/PDBs/6WHI_F_M.cif,True,296288,2521,5073,orig
6760,6WHI,G,M,6WHI_G_M.cif,datasets/PRI30k/PDBs/6WHI_G_M.cif,True,292622,3828,5026,orig
6761,6WHI,H,M,6WHI_H_M.cif,datasets/PRI30k/PDBs/6WHI_H_M.cif,True,293402,2799,5036,orig
6762,6WHI,L,M,6WHI_L_M.cif,datasets/PRI30k/PDBs/6WHI_L_M.cif,True,171410,1361,3479,orig
6763,6BZ7,QG,QW,6BZ7_QG_QW.cif,datasets/PRI30k/PDBs/6BZ7_QG_QW.cif,True,230434,1257,1618,orig
6764,6BZ7,QI,QV,6BZ7_QI_QV.cif,datasets/PRI30k/PDBs/6BZ7_QI_QV.cif,True,221214,1010,1650,orig
6765,6BZ7,QM,QV,6BZ7_QM_QV.cif,datasets/PRI30k/PDBs/6BZ7_QM_QV.cif,True,216649,955,1650,orig
6766,6BZ7,R0,RB,6BZ7_R0_RB.cif,datasets/PRI30k/PDBs/6BZ7_R0_RB.cif,True,268275,647,2580,orig
6767,6BZ7,R4,RB,6BZ7_R4_RB.cif,datasets/PRI30k/PDBs/6BZ7_R4_RB.cif,True,261635,567,2580,orig
6768,6BZ7,RG,QV,6BZ7_RG_QV.cif,datasets/PRI30k/PDBs/6BZ7_RG_QV.cif,True,259726,1694,1650,orig
6769,6BZ7,RG,RB,6BZ7_RG_RB.cif,datasets/PRI30k/PDBs/6BZ7_RG_RB.cif,True,336916,1694,2580,orig
6770,6BZ7,RQ,RB,6BZ7_RQ_RB.cif,datasets/PRI30k/PDBs/6BZ7_RQ_RB.cif,True,307866,1124,2580,orig
6771,6BZ7,RS,RB,6BZ7_RS_RB.cif,datasets/PRI30k/PDBs/6BZ7_RS_RB.cif,True,287780,882,2580,orig
6772,6BZ7,RZ,RB,6BZ7_RZ_RB.cif,datasets/PRI30k/PDBs/6BZ7_RZ_RB.cif,True,335837,1461,2580,orig
6773,6BZ7,XG,XW,6BZ7_XG_XW.cif,datasets/PRI30k/PDBs/6BZ7_XG_XW.cif,True,227559,1257,1618,orig
6774,6BZ7,Y0,YB,6BZ7_Y0_YB.cif,datasets/PRI30k/PDBs/6BZ7_Y0_YB.cif,True,261604,600,2585,orig
6775,6BZ7,Y3,YB,6BZ7_Y3_YB.cif,datasets/PRI30k/PDBs/6BZ7_Y3_YB.cif,True,253916,469,2585,orig
6776,6BZ7,Y4,YB,6BZ7_Y4_YB.cif,datasets/PRI30k/PDBs/6BZ7_Y4_YB.cif,True,261967,566,2585,orig
6777,6BZ7,YG,XV,6BZ7_YG_XV.cif,datasets/PRI30k/PDBs/6BZ7_YG_XV.cif,True,256602,1474,1650,orig
6778,6BZ7,YG,YB,6BZ7_YG_YB.cif,datasets/PRI30k/PDBs/6BZ7_YG_YB.cif,True,333272,1474,2585,orig
6779,6BZ7,YQ,YB,6BZ7_YQ_YB.cif,datasets/PRI30k/PDBs/6BZ7_YQ_YB.cif,True,308364,1125,2585,orig
6780,6BZ7,YS,YB,6BZ7_YS_YB.cif,datasets/PRI30k/PDBs/6BZ7_YS_YB.cif,True,284728,981,2585,orig
6781,6BZ7,YZ,YB,6BZ7_YZ_YB.cif,datasets/PRI30k/PDBs/6BZ7_YZ_YB.cif,True,336252,1461,2585,orig
6782,7JSW,e,2,7JSW_e_2.cif,datasets/PRI30k/PDBs/7JSW_e_2.cif,True,310796,1442,20031,orig
6783,7JSW,e,5,7JSW_e_5.cif,datasets/PRI30k/PDBs/7JSW_e_5.cif,True,238412,1442,9653,orig
6784,7JSW,m,2,7JSW_m_2.cif,datasets/PRI30k/PDBs/7JSW_m_2.cif,True,284510,1099,17311,orig
6785,7JSW,N,5,7JSW_N_5.cif,datasets/PRI30k/PDBs/7JSW_N_5.cif,True,208070,2115,8785,orig
6786,7JSW,o,2,7JSW_o_2.cif,datasets/PRI30k/PDBs/7JSW_o_2.cif,True,270314,921,17922,orig
6787,7JSW,v,2,7JSW_v_2.cif,datasets/PRI30k/PDBs/7JSW_v_2.cif,True,259472,754,15922,orig
6788,5TF6,A,B,5TF6_A_B.cif,datasets/PRI30k/PDBs/5TF6_A_B.cif,True,409956,13120,2008,orig
6789,5TF6,C,B,5TF6_C_B.cif,datasets/PRI30k/PDBs/5TF6_C_B.cif,True,402726,8755,2032,orig
6790,5TF6,C,D,5TF6_C_D.cif,datasets/PRI30k/PDBs/5TF6_C_D.cif,True,364596,8303,1576,orig
6791,6WD7,8,7,6WD7_8_7.cif,datasets/PRI30k/PDBs/6WD7_8_7.cif,True,179444,5729,7205,orig
6792,6WD7,a,6,6WD7_a_6.cif,datasets/PRI30k/PDBs/6WD7_a_6.cif,True,208460,1063,9239,orig
6793,6WD7,e,2,6WD7_e_2.cif,datasets/PRI30k/PDBs/6WD7_e_2.cif,True,310796,1442,15498,orig
6794,6WD7,e,5,6WD7_e_5.cif,datasets/PRI30k/PDBs/6WD7_e_5.cif,True,245314,1442,9526,orig
6795,6WD7,f,7,6WD7_f_7.cif,datasets/PRI30k/PDBs/6WD7_f_7.cif,True,231114,1323,8984,orig
6796,6WD7,L,6,6WD7_L_6.cif,datasets/PRI30k/PDBs/6WD7_L_6.cif,True,220550,1828,9104,orig
6797,6WD7,m,2,6WD7_m_2.cif,datasets/PRI30k/PDBs/6WD7_m_2.cif,True,284510,1099,14217,orig
6798,6WD7,o,2,6WD7_o_2.cif,datasets/PRI30k/PDBs/6WD7_o_2.cif,True,270314,921,13324,orig
6799,6WD7,v,2,6WD7_v_2.cif,datasets/PRI30k/PDBs/6WD7_v_2.cif,True,259472,754,13425,orig
6800,6WD7,w,2,6WD7_w_2.cif,datasets/PRI30k/PDBs/6WD7_w_2.cif,True,245588,575,12911,orig
6801,6WD7,z,2,6WD7_z_2.cif,datasets/PRI30k/PDBs/6WD7_z_2.cif,True,235760,450,13244,orig
6802,7Q4P,1,2,7Q4P_1_2.cif,datasets/PRI30k/PDBs/7Q4P_1_2.cif,True,101634,10108,5575,orig
6803,7Q4P,9,2,7Q4P_9_2.cif,datasets/PRI30k/PDBs/7Q4P_9_2.cif,True,145829,5653,8066,orig
6804,7Q4P,A,2,7Q4P_A_2.cif,datasets/PRI30k/PDBs/7Q4P_A_2.cif,True,247079,6391,15739,orig
6805,7Q4P,B,2,7Q4P_B_2.cif,datasets/PRI30k/PDBs/7Q4P_B_2.cif,True,157234,1167,8339,orig
6806,8T2R,D,A,8T2R_D_A.cif,datasets/PRI30k/PDBs/8T2R_D_A.cif,True,263030,3587,8176,orig
6807,6WD8,8,7,6WD8_8_7.cif,datasets/PRI30k/PDBs/6WD8_8_7.cif,True,374654,13406,13288,orig
6808,6WD8,a,6,6WD8_a_6.cif,datasets/PRI30k/PDBs/6WD8_a_6.cif,True,208460,1063,9108,orig
6809,6WD8,e,2,6WD8_e_2.cif,datasets/PRI30k/PDBs/6WD8_e_2.cif,True,310796,1442,15621,orig
6810,6WD8,e,5,6WD8_e_5.cif,datasets/PRI30k/PDBs/6WD8_e_5.cif,True,245314,1442,9907,orig
6811,6WD8,i,7,6WD8_i_7.cif,datasets/PRI30k/PDBs/6WD8_i_7.cif,True,216056,1063,8048,orig
6812,6WD8,L,6,6WD8_L_6.cif,datasets/PRI30k/PDBs/6WD8_L_6.cif,True,220550,1828,9366,orig
6813,6WD8,m,2,6WD8_m_2.cif,datasets/PRI30k/PDBs/6WD8_m_2.cif,True,284510,1099,14206,orig
6814,6WD8,o,2,6WD8_o_2.cif,datasets/PRI30k/PDBs/6WD8_o_2.cif,True,270314,921,13330,orig
6815,6WD8,v,2,6WD8_v_2.cif,datasets/PRI30k/PDBs/6WD8_v_2.cif,True,259472,754,13594,orig
6816,6WD8,w,2,6WD8_w_2.cif,datasets/PRI30k/PDBs/6WD8_w_2.cif,True,245588,575,12850,orig
6817,6WD8,x,6,6WD8_x_6.cif,datasets/PRI30k/PDBs/6WD8_x_6.cif,True,172574,628,7574,orig
6818,6WD8,z,2,6WD8_z_2.cif,datasets/PRI30k/PDBs/6WD8_z_2.cif,True,235760,450,13208,orig
6819,6WD8,Z,4,6WD8_Z_4.cif,datasets/PRI30k/PDBs/6WD8_Z_4.cif,True,70409,571,3198,orig
6820,5M3J,A,R,5M3J_A_R.cif,datasets/PRI30k/PDBs/5M3J_A_R.cif,True,470696,19868,1909,orig
6821,5M3J,A,V,5M3J_A_V.cif,datasets/PRI30k/PDBs/5M3J_A_V.cif,True,472646,20004,622,orig
6822,5M3J,B,R,5M3J_B_R.cif,datasets/PRI30k/PDBs/5M3J_B_R.cif,True,471788,6728,1874,orig
6823,5M3J,B,V,5M3J_B_V.cif,datasets/PRI30k/PDBs/5M3J_B_V.cif,True,473738,6753,524,orig
6824,5M3J,C,R,5M3J_C_R.cif,datasets/PRI30k/PDBs/5M3J_C_R.cif,True,484309,13698,1845,orig
6825,5LQW,E,6,5LQW_E_6.cif,datasets/PRI30k/PDBs/5LQW_E_6.cif,True,180458,170,7964,orig
6826,5LQW,F,6,5LQW_F_6.cif,datasets/PRI30k/PDBs/5LQW_F_6.cif,True,186698,218,8205,orig
6827,5LQW,M,2,5LQW_M_2.cif,datasets/PRI30k/PDBs/5LQW_M_2.cif,True,146762,2051,11846,orig
6828,5LQW,R,6,5LQW_R_6.cif,datasets/PRI30k/PDBs/5LQW_R_6.cif,True,186776,287,8160,orig
6829,5LQW,Y,9,5LQW_Y_9.cif,datasets/PRI30k/PDBs/5LQW_Y_9.cif,True,94682,121,4049,orig
6830,3UD3,P,R,3UD3_P_R.cif,datasets/PRI30k/PDBs/3UD3_P_R.cif,True,214287,1245,2186,orig
6831,5O1Z,A,B,5O1Z_A_B.cif,datasets/PRI30k/PDBs/5O1Z_A_B.cif,True,112520,4718,283,orig
6832,6HHQ,0,3,6HHQ_0_3.cif,datasets/PRI30k/PDBs/6HHQ_0_3.cif,True,328434,14207,15677,orig
6833,6HHQ,2,3,6HHQ_2_3.cif,datasets/PRI30k/PDBs/6HHQ_2_3.cif,True,315474,13046,15451,orig
6834,6HHQ,8,4,6HHQ_8_4.cif,datasets/PRI30k/PDBs/6HHQ_8_4.cif,True,359912,11565,17073,orig
6835,6HHQ,9,4,6HHQ_9_4.cif,datasets/PRI30k/PDBs/6HHQ_9_4.cif,True,362342,11683,16646,orig
6836,6HHQ,AI,4,6HHQ_AI_4.cif,datasets/PRI30k/PDBs/6HHQ_AI_4.cif,True,364760,969,16841,orig
6837,6HHQ,AK,4,6HHQ_AK_4.cif,datasets/PRI30k/PDBs/6HHQ_AK_4.cif,True,342538,698,15325,orig
6838,6HHQ,AM,4,6HHQ_AM_4.cif,datasets/PRI30k/PDBs/6HHQ_AM_4.cif,True,321136,437,14700,orig
6839,6HHQ,CF,AT,6HHQ_CF_AT.cif,datasets/PRI30k/PDBs/6HHQ_CF_AT.cif,True,511868,2757,9717,orig
6840,6HHQ,CG,AS,6HHQ_CG_AS.cif,datasets/PRI30k/PDBs/6HHQ_CG_AS.cif,True,415928,2653,2852,orig
6841,6HHQ,CI,AS,6HHQ_CI_AS.cif,datasets/PRI30k/PDBs/6HHQ_CI_AS.cif,True,361208,1786,2812,orig
6842,6HHQ,CJ,AT,6HHQ_CJ_AT.cif,datasets/PRI30k/PDBs/6HHQ_CJ_AT.cif,True,433804,1805,8765,orig
6843,6HHQ,CL,AS,6HHQ_CL_AS.cif,datasets/PRI30k/PDBs/6HHQ_CL_AS.cif,True,355862,1720,2820,orig
6844,6HHQ,CM,AS,6HHQ_CM_AS.cif,datasets/PRI30k/PDBs/6HHQ_CM_AS.cif,True,326783,1361,2812,orig
6845,6HHQ,CN,AT,6HHQ_CN_AT.cif,datasets/PRI30k/PDBs/6HHQ_CN_AT.cif,True,412320,1543,8503,orig
6846,6HHQ,CP,AT,6HHQ_CP_AT.cif,datasets/PRI30k/PDBs/6HHQ_CP_AT.cif,True,427736,1731,8691,orig
6847,6HHQ,CR,AT,6HHQ_CR_AT.cif,datasets/PRI30k/PDBs/6HHQ_CR_AT.cif,True,402890,1428,8388,orig
6848,6HHQ,CU,AS,6HHQ_CU_AS.cif,datasets/PRI30k/PDBs/6HHQ_CU_AS.cif,True,337864,1447,2748,orig
6849,6HHQ,CV,AS,6HHQ_CV_AS.cif,datasets/PRI30k/PDBs/6HHQ_CV_AS.cif,True,319898,1276,2748,orig
6850,6HHQ,CZ,AT,6HHQ_CZ_AT.cif,datasets/PRI30k/PDBs/6HHQ_CZ_AT.cif,True,364842,981,7924,orig
6851,6HHQ,DA,AT,6HHQ_DA_AT.cif,datasets/PRI30k/PDBs/6HHQ_DA_AT.cif,True,365990,978,7938,orig
6852,6HHQ,DJ,AT,6HHQ_DJ_AT.cif,datasets/PRI30k/PDBs/6HHQ_DJ_AT.cif,True,365252,969,7929,orig
6853,6HHQ,DL,AT,6HHQ_DL_AT.cif,datasets/PRI30k/PDBs/6HHQ_DL_AT.cif,True,341800,683,7643,orig
6854,6HHQ,DN,AT,6HHQ_DN_AT.cif,datasets/PRI30k/PDBs/6HHQ_DN_AT.cif,True,321628,437,7397,orig
6855,6HHQ,l,4,6HHQ_l_4.cif,datasets/PRI30k/PDBs/6HHQ_l_4.cif,True,505226,2774,21555,orig
6856,6HHQ,m,3,6HHQ_m_3.cif,datasets/PRI30k/PDBs/6HHQ_m_3.cif,True,402834,2400,17940,orig
6857,6HHQ,o,3,6HHQ_o_3.cif,datasets/PRI30k/PDBs/6HHQ_o_3.cif,True,360074,1814,17216,orig
6858,6HHQ,p,4,6HHQ_p_4.cif,datasets/PRI30k/PDBs/6HHQ_p_4.cif,True,427952,1811,20180,orig
6859,6HHQ,r,3,6HHQ_r_3.cif,datasets/PRI30k/PDBs/6HHQ_r_3.cif,True,349954,1719,16334,orig
6860,6HHQ,s,3,6HHQ_s_3.cif,datasets/PRI30k/PDBs/6HHQ_s_3.cif,True,321154,1379,14414,orig
6861,6HHQ,t,4,6HHQ_t_4.cif,datasets/PRI30k/PDBs/6HHQ_t_4.cif,True,407054,1593,18708,orig
6862,6HHQ,v,4,6HHQ_v_4.cif,datasets/PRI30k/PDBs/6HHQ_v_4.cif,True,422687,1740,19532,orig
6863,6HHQ,x,4,6HHQ_x_4.cif,datasets/PRI30k/PDBs/6HHQ_x_4.cif,True,397820,1435,18084,orig
6864,8AXF,A,Q,8AXF_A_Q.cif,datasets/PRI30k/PDBs/8AXF_A_Q.cif,True,242138,8170,865,orig
6865,8AXF,B,Q,8AXF_B_Q.cif,datasets/PRI30k/PDBs/8AXF_B_Q.cif,True,236994,2348,865,orig
6866,8AXF,C,Q,8AXF_C_Q.cif,datasets/PRI30k/PDBs/8AXF_C_Q.cif,True,240514,5578,865,orig
6867,8AXF,D,Q,8AXF_D_Q.cif,datasets/PRI30k/PDBs/8AXF_D_Q.cif,True,243634,4534,865,orig
6868,8J1Z,f,b,8J1Z_f_b.cif,datasets/PRI30k/PDBs/8J1Z_f_b.cif,True,332777,1432,2680,orig
6869,8J1Z,n,b,8J1Z_n_b.cif,datasets/PRI30k/PDBs/8J1Z_n_b.cif,True,291791,933,2680,orig
6870,8J1Z,u,b,8J1Z_u_b.cif,datasets/PRI30k/PDBs/8J1Z_u_b.cif,True,277940,761,2680,orig
6871,8J1Z,v,b,8J1Z_v_b.cif,datasets/PRI30k/PDBs/8J1Z_v_b.cif,True,263846,582,2680,orig
6872,8J1Z,y,b,8J1Z_y_b.cif,datasets/PRI30k/PDBs/8J1Z_y_b.cif,True,253640,462,2680,orig
6873,4U20,BF,BB,4U20_BF_BB.cif,datasets/PRI30k/PDBs/4U20_BF_BB.cif,True,330608,1412,2566,orig
6874,4U20,BM,BB,4U20_BM_BB.cif,datasets/PRI30k/PDBs/4U20_BM_BB.cif,True,302554,1074,2566,orig
6875,4U20,BO,BB,4U20_BO_BB.cif,datasets/PRI30k/PDBs/4U20_BO_BB.cif,True,287448,892,2566,orig
6876,4U20,BV,BB,4U20_BV_BB.cif,datasets/PRI30k/PDBs/4U20_BV_BB.cif,True,275994,754,2566,orig
